,text,user,location,date,sentiment
224,@Disney @disneyplus  @DisneyStudios @DisneyParks @DisneyD23 @shopDisney @DisneyAnimation @DisneyParksNews… https://t.co/nGYntUDL6t,FrankKushner,,2020-06-11,0
225,@Etrmac1 @shopDisney Good luck getting it! Apparently just because Disney gives you a confirmation order it means n… https://t.co/O0n6SJ4exh,Mousefan98,Neverland,2020-06-11,4
226,@shopDisney I very confused I literally received these two completely different explanations as to why my order was… https://t.co/qwwPauQbgj,Mousefan98,Neverland,2020-06-11,0
227,"@rav_1uk @shopDisney Hi Rav, thanks for your message. Were you able to reach a member of the shopDisney team about this?",Disney_UK,London,2020-06-11,4
228,thinking about Him ❤️ https://t.co/X6OPDrnj4z,sarahisabeIIa,"North West, England",2020-06-11,4
229,Hi @Disney_UK @Disney @DisneyParks @DisneyStoreGBR @DisneyStudios @shopDisney @DisneyBooks I just had this letter f… https://t.co/wFb0PVqRFv,ApeMeetsGirl,UK,2020-06-11,4
230,"New to Shop Disney UK

The Rescuers Down Under 30th Anniversary Pin
https://t.co/49WTdO6d5T

Toy Story 3 10th Anniv… https://t.co/DaCgkwS2QR",TDRTweets,United Kingdom,2020-06-11,4
231,"Another #DisneyKey available tomorrow from @shopDisney at 8am!
Spend £20 add the the code ‘PAINT’ and get the key a… https://t.co/KHqApHOrlz",GarciaFamilyUK,United Kingdom,2020-06-11,0
232,@shopDisney Hi I have some Disneystore vouchers that I can’t use due to our nearest shop being closed. Is there any… https://t.co/UvjHtZQEr4,Jillian01036759,,2020-06-11,0
233,#Disney fans!  Join #Rakuten at get up ro 5% #cashback when you shopDisney. com! https://t.co/qNzUIn46Ma https://t.co/uNgYo1mUEf,jeffltaylor2,Kentucky USA,2020-06-11,4
223,@shopDisney Top is Webster’s definition of “confirmation” the bottom is ShopDisney’s definition🤔 https://t.co/qqmJZrhSmG,Mousefan98,Neverland,2020-06-11,4
234,"Anyone know if you can use a discount code + the free key code on @shopDisney UK tomorrow?

They're the only compan… https://t.co/cX1ZG5oyem",elstoleno,"Sunderland, UK",2020-06-11,4
236,"https://t.co/R2ClLLWRzA

order link is here",na_na_bel,GMT +8 time zone,2020-06-11,4
237,@Etrmac1 We're pleased to help! Please email your order information to personal.shoppers@shopDisney.com for more as… https://t.co/MITPZGbntE,shopDisney,Second star to the right,2020-06-11,4
239,New Pirates of the Caribbean collection hits @shopDisney. https://t.co/28KZOI3JFL #disneyfashion #disneystyle,fashion_fandom,,2020-06-11,4
240,Got a delivery from ShopDisney today. Didn’t have a clue what might be inside. I’m definitely on hiatus from intern… https://t.co/BYFBdgWQaC,amyg3213,"Frisco, TX",2020-06-11,0
241,@shopDisney Thank you for helping me to figure happened with an order I placed for a 40th Anniversary ESB Spirit Je… https://t.co/g2qZQZPeOe,Mousefan98,Neverland,2020-06-11,4
242,@HistoryMuppet do I buy this yes or yes: https://t.co/JKJBkkFYBb,Beta360x,,2020-06-11,4
243,Nothing would make me happier than for @shopDisney to come out with the wedding version of the Cinderella dress for… https://t.co/5LSoIrKGcA,BiskachSbiskach,,2020-06-11,4
244,Everyday is a magical day with Mickey... waffles that is.  We love having the magic of Mickey waffles at home.… https://t.co/ZUrcsoCa5Z,MinsEveryday,"Redlands, CA",2020-06-11,4
245,@shopDisney will the rainbow Minnie be going on for preorder like mickey or is it out of stock for good ☹️☹️,tiptoesonstars,"Scotland, UK",2020-06-11,4
196,Attention @secretary_snark https://t.co/xaFDtTXwmz,ComfortWeight,,2020-06-11,4
235,"https://t.co/R2ClLLWRzA

order link",na_na_bel,GMT +8 time zone,2020-06-11,4
222,"@DisneyParks @shopDisney Hello dear, do you ship to Saudi Arabia",saharalshaiban1,"Riyadh, Kingdom of Saudi Arabi",2020-06-11,4
238,@shopDisney #shopdisneysupport hey I need help on an order. I ordered a Starbucks X Star Wars mug and I never recei… https://t.co/EiGpJx1l6b,Etrmac1,,2020-06-11,4
220,DisneyShop Bot updated now. Two more supported disneyshop sites added. Now the bot supports 4 sites. shopdisney USA… https://t.co/pzoQz7qAhi,MostAdvancedBot,United States,2020-06-11,0
198,"🏴‍☠️ Yo ho, yo hoy...it’s a stylish pirates life for you with this Pirates of the Caribbean Mini Backpack from Loun… https://t.co/FhIHKuwYAS",chipandcompany,"Orlando, FL",2020-06-11,4
199,@shopDisney Hey I'm excited about the Frozen Castle collection pin? When will that debut in the US?,Grumpster2010,,2020-06-11,4
221,@Mousefan98 @Etrmac1 @shopDisney I can relate 😑 https://t.co/fDV6xIHR5B,Emmilou182,,2020-06-11,4
200,Wasn't going to get the pocahontas ones but I caved LOL. Happy I was able to get them and Inside Out. Love seeing t… https://t.co/akhWigFmWw,MsRachhh,FL.☀,2020-06-11,0
201,@Mousefan98 @Etrmac1 @shopDisney I know right!!! I just can’t deal with how much of a shambles may the 4th turned i… https://t.co/Zddr4GGw8e,Emmilou182,,2020-06-11,0
202,"NOW AVAILABLE: New LE Pocahontas, Inside Out, and Lady &amp; the Tramp pins!
https://t.co/1yKjmVg9vr… https://t.co/ZifrLfUHfH",disney_dooney,,2020-06-11,4
204,so did the Pocahontas pins sell out already? #shopdisney,FilmFreak2247,"Fort lauderdale, FL",2020-06-11,0
205,Limited edition pin releases today at shopDisney! Details: https://t.co/FXiTKohsYS https://t.co/vE9rjrUTVf,DisneyPinsBlog,"Orlando, FL",2020-06-11,4
206,"Any other planner girls/guys out there? Planning is calming to me. I like to use colorful pens, pencils, and sticke… https://t.co/DyvIKPIUqF",DizThruBrwnEyes,"Atlanta, GA",2020-06-11,4
207,"10 Minutes until new pins drop at #shopdisney 
Click here to shop: https://t.co/hl9nIbXIHW
#Disney #WDW #Disneyland https://t.co/QozX5UUYsC",23andmain,On 23 & Main ,2020-06-11,4
208,@TeamPulte New pin releases on ShopDisney,badromance430,"New Jersey, USA",2020-06-11,4
203,"@shopDisney For tomorrows Ink and Paint key, will I be able to use my Blue Light Discount without it effecting me e… https://t.co/SKNptfeiZq",lifewithIauren,"Scotland, United Kingdom",2020-06-11,0
210,"@Emmilou182 @Etrmac1 @shopDisney Crazy right! I love the same ""canned response"" I keep getting ""sorry due to overwh… https://t.co/yVmoOGJ3VL",Mousefan98,Neverland,2020-06-11,0
218,@shopDisney I received this email last night but I haven’t returned anything recently? https://t.co/domvORg6Py,_kristenl_,"Georgia, USA",2020-06-11,0
209,"“You’ve got a Friend in Me.”
.
.
.
#toystory #babyboy #alfonzodavid #disneybaby #disney #disneylife #disneylove… https://t.co/ZrZOjm1RKi",VanessaDisney4L,"Niagara Falls, NY",2020-06-11,4
219,"@Disney_UK @shopDisney Unfortunately not :( 
I just went ahead and placed new orders for the pins (fearing they wou… https://t.co/adlmvIIrrp",rav_1uk,,2020-06-11,0
217,"@shopDisney Hello, we had our pins delivered today but they are broken (Dangly one)  😢 Please advise how we can rec… https://t.co/MWCd8HhYLD",DisneyLouJay,"Portsmouth, England",2020-06-11,0
215,Pin releases this morning at shopDisney: https://t.co/FXiTKohsYS https://t.co/S58Gl8JEWo,DisneyPinsBlog,"Orlando, FL",2020-06-11,4
216,"@finelinepose DISNEY STORE! it’s a cuddleez theyre like pillows &lt;333 and they have other characters too

https://t.co/aZ2RB8W79P",darlingmaisy,"London, England",2020-06-11,4
214,@DisneyLouJay @shopDisney Oh no 😢,Agathac65945235,"North West, England",2020-06-11,0
213,@wildflowernika disney store! it’s a cuddleez soft toy they have other characters too https://t.co/aZ2RB8W79P,darlingmaisy,"London, England",2020-06-11,4
212,Anyone else feeling this way about an order you placed with @ShopDisney? 😂😱 You were given a Confirmation number on… https://t.co/09MJwkcDZT,Mousefan98,Neverland,2020-06-11,0
211,"Pin Release today on #shopdisney 
About 30 minutes to release time!!!
Click here to shop: https://t.co/hl9nIbXIHW… https://t.co/XKVPfqkRir",23andmain,On 23 & Main ,2020-06-11,4
47,So what’s the odds that @shopDisney fixed their issues in time for next weekend Minnie attraction release 😂,oOoVettyoOo,"Miami, FL ",2020-06-12,0
49,"***New Deal***
The Star Wars Saga Limited Rel...
New price $20.00
https://t.co/1Hb7PIAxP7
#Deals #newDeals… https://t.co/lA0PD5tctn",TheInStockRoom,⬇️Latest Deals⬇️HappySavings⬇️,2020-06-12,4
51,ShopDisney is Offering FREE SHIPPING for Today Only! - https://t.co/gOUvb9vSOu https://t.co/tyR6qpHHMS https://t.co/7f8a3NihMC,AllEarsNet,Sharing the Magic Worldwide,2020-06-12,4
48,Surely this could have been taped back together a bit better @Hermesparcels @shopDisney no packaging on the soft to… https://t.co/tQFvPY6mS0,amyphillips23x,,2020-06-12,4
50,"ShopDisney is offering free shipping today only!

https://t.co/kT51Ae2e15",GatherLemons,Washington State,2020-06-12,4
46,@amyphillips23x @Hermesparcels @shopDisney Looks fine to us,HermesparceIs,United Kingdom,2020-06-12,4
43,You Can Snag FREE Shipping on shopDisney Today! https://t.co/OdjdJrc9XN,CastleInsider,"Orlando, FL",2020-06-12,4
45,"@rcmurray14 Oh, no! I'm so sorry, Rachel. I'd be more than happy to look into this for you. Regrettably, I don't ha… https://t.co/z0RGpuqURX",shopDisney,Second star to the right,2020-06-12,0
44,@shopDisney Hi! Do you have any idea what time the Minnie Mouse Main Attraction June collection will be going on sa… https://t.co/TScbyyNFhs,solohuxx,"England, United Kingdom",2020-06-12,4
42,ShopDisney is Offering FREE SHIPPING for Today Only! https://t.co/V2IOr36pTu,CastleInsider,"Orlando, FL",2020-06-12,4
41,"#InsideOut 5th Anniversary Limited Edition Pin is now available on @shopDisney! 

#DisneyPins #Disney #Pixar… https://t.co/AZZqb0OKzQ",danthepixarfan,"Stratford, CT",2020-06-12,0
40,Also this new #Pixar stationary kit on @shopDisney is soooo super cute! https://t.co/GbYVtzKKsZ,danthepixarfan,"Stratford, CT",2020-06-12,4
52,#Research News ShopDisney is Offering FREE SHIPPING for Today Only! https://t.co/tY7L0DMxSg via @AJBCSurveys #survey https://t.co/UWXNRc9wTo,AJBCSurveys,"Chicago, Illinois",2020-06-12,4
39,@danthepixarfan @shopDisney It’s been five years?! https://t.co/sDarcFsoCf,popfanboy,Florida,2020-06-12,4
38,shopDisney: FREE Shipping on ALL Orders + Swim Shop Sale https://t.co/Vmtpucy7aR #retaildeals https://t.co/iPAE6BlhK4,mybtrmommy,"Baton Rouge, La ",2020-06-12,4
53,@shopDisney Thank you for letting me know! I was hoping it would come in a cute box like the box set. But I’ll take… https://t.co/kIKqECiz5p,KellyMWilder,"Dallas, TX",2020-06-12,4
63,@Emmilou182 @shopDisney @WaltDisneyCo BINGO!!! That makes perfect sense save the “Hot Commodity” for the parks and… https://t.co/in0Dn7x2AE,Mousefan98,Neverland,2020-06-12,4
55,"@KellyMWilder Thanks for reaching out to us, Kelly! I'd be more than happy to assist you. Yes, according to the pro… https://t.co/W9Zvb5RsjI",shopDisney,Second star to the right,2020-06-12,4
70,"@shopDisney hi, I was just wondering are you going to stock doc mcstuffins baby cece online again? Thanks #shopdisneysupport",bvlmcgrath,"Liverpool, England",2020-06-12,4
37,@shopDisney Thank you Joanna. I have sent an email now x,rcmurray14,Glasgow ,2020-06-12,4
69,@Mousefan98 @shopDisney @WaltDisneyCo This does not surprise me in the least...it’s so sad that genuine fans and co… https://t.co/fmky1kJ4EQ,Emmilou182,,2020-06-12,0
68,@Mousefan98 @shopDisney @WaltDisneyCo And saying that the ESB spirit jersey was never limited release\edition so I… https://t.co/uQyV1wV2cD,Emmilou182,,2020-06-12,0
67,@Emmilou182 @shopDisney @WaltDisneyCo Makes no sense🤔 Now I’m seeing an EPOCT poster that was supposed to be limite… https://t.co/fR4yFGMXGT,Mousefan98,Neverland,2020-06-12,0
66,@Mousefan98 @shopDisney @WaltDisneyCo They are usually good with the stock they get in for spirit jerseys so I just… https://t.co/h7k8IBYEI1,Emmilou182,,2020-06-12,4
65,@Mousefan98 @shopDisney @WaltDisneyCo Here’s the spirit jerseys description and nowhere does it say limited... https://t.co/kBy3PUUyg3,Emmilou182,,2020-06-12,4
64,"✨Good morning, Mickey! #mouseketeer #mickeymug #mugsofdisney #mickeymouse #mickeymouseclub #mickeyears #shopdisney… https://t.co/d44xf3C2jh",yesdisneyagain,"Connecticut, USA",2020-06-12,4
62,@Emmilou182 @shopDisney @WaltDisneyCo Right! Totally makes zero sense!,Mousefan98,Neverland,2020-06-12,4
61,@Mousefan98 @shopDisney @WaltDisneyCo Exactly!!! Then tickets for the parks become the new hot commodity to get the old hot commodity 🤦‍♀️,Emmilou182,,2020-06-12,4
60,"@InShowWeTrust Oh, no! I'm so sorry, Chris. I'd be more than happy to assist you. I've sent you a direct message to… https://t.co/iAms26AmIg",shopDisney,Second star to the right,2020-06-12,0
59,@Emmilou182 @shopDisney @WaltDisneyCo Sad to see how a company once know for its above and beyond exceptional custo… https://t.co/HZTlPEK5xM,Mousefan98,Neverland,2020-06-12,0
58,@shopDisney ARE YOU KIDDING ME 💔 WHAT WAS THE POINT OF THE PREORDER. I wanted Hoth so bad 😭 https://t.co/nJtD65K16k,hannahcoeta,"Seattle, WA",2020-06-12,0
57,"@FJ400057 Thanks for asking, Frank! Each store will vary. Please refer to the Store Locator page for the latest inf… https://t.co/p9HNdBdnIV",shopDisney,Second star to the right,2020-06-12,4
56,Head over to shopDisney where they are offering free shipping on all orders today only.  Plus grab sale items start… https://t.co/RHCGqwdZIY,SouthernSavers,South Carolina,2020-06-12,4
54,shopDisney: FREE Shipping on ALL Orders + Swim Shop Sale https://t.co/Ho2SG6Wuqs,mychicagomommy,"Chicago, IL",2020-06-12,4
36,"@shopDisney Hi. I was wondering if this pijama is still available, and where can I get it. :) #shopDisneySupport https://t.co/HRYA2DCVWt",iDana_____,México,2020-06-12,4
11,@shopDisney not having a magical experience.  Ordered an item on 5/19.  Shipped 5/24.  Wrong item.  Took 3 calls to… https://t.co/eFqP9wGXLz,ATC_Bob,"Oklahoma City, OK",2020-06-12,0
34,@popfanboy @shopDisney It sure has! Pretty crazy huh?,danthepixarfan,"Stratford, CT",2020-06-12,4
14,@Clipp_PartyOf_3 @DisneySprings @GLSEN My @shopDisney cart was a little embarrassing last week.  Rainbow overfloweth. 🌈,EpsteinJeffrey,,2020-06-12,0
13,"@shopDisney my friend ordered a gift to me but forgot about the customs &amp; VAT fees EU adds when sent from US, they… https://t.co/ezstOOzZfn",Nekoboy69_,Sweden,2020-06-12,0
12,@shopDisney the June limited edition Epcot posters were advertised as LE100 but hand marked as 200 being available.… https://t.co/c7CZ4LHChK,KingPachacuti,,2020-06-12,0
10,Am I correct in thinking you are eligible for a discount in @shopDisney if you have @disneyplus?? If so where do you obtain this✌🏼🦋,Racha33l,"North West, England",2020-06-12,4
9,@shopDisney your call back feature has left me out to dry 3 times so far today also. #WhereIsTheMagic #ThisIsNotDisneyLike,ATC_Bob,"Oklahoma City, OK",2020-06-12,0
8,Hung up on again by the @shopDisney call back computer,ATC_Bob,"Oklahoma City, OK",2020-06-12,0
15,"Disney Parks Mickey &amp; Minnie Mouse Americana Plush Small 11in
Shop Now--&gt; https://t.co/oZd2fWChxN
#ilovecharacters… https://t.co/XsB05uB6eQ",ilovecharacters,"Florida, USA",2020-06-12,0
7,@shopDisney Thank you so much for letting me know!,BB_RoyalSt_TDL,Vulcania,2020-06-12,4
5,"AAAAAH @shopDisney 
First, I placed orders on 6/2 then later got a birthday coupon effective back to 6/1. 
Now I ca… https://t.co/f9G6HvX5mA",shatku_review,"new jersey, us",2020-06-12,4
4,I will never watch @Disney @disneyplus or go to @DisneyParks @WaltDisneyWorld or buy anything @shopDisney again! I’… https://t.co/WnPwGemef1,GreenEyedEmma2,,2020-06-12,4
3,"@Mousefan98 @shopDisney Yeah, you would think so. Glad they refunded your card",rramblingsnj,,2020-06-12,4
2,"Come on @shopDisney I’ve been trying to get through for 2 hrs, been hung up on 3 times by you call-back computer an… https://t.co/PVOU9SS97N",ATC_Bob,"Oklahoma City, OK",2020-06-12,0
1,"Disney Parks Ink &amp; Paint Napkin Set of 8
Shop Now--&gt; https://t.co/hWS5ScbMLm
#ilovecharacters #shopdisney… https://t.co/fxoJYuF91L",ilovecharacters,"Florida, USA",2020-06-12,4
71,"@BB_RoyalSt_TDL Thanks for reaching out to us! I'd be more than happy to assist you. Reviewing the product details,… https://t.co/9qZIeJApU1",shopDisney,Second star to the right,2020-06-12,4
6,@maxwellglick Is that the official Disney masks they were selling on ShopDisney? I still haven't gotten mine.,MikeNJD,,2020-06-12,0
16,@libertypoints @Disney @disneyplus @DisneyChannelPR @shopDisney @WaltDisneyCo @Pixar @starwars @TuckerCarlson Cance… https://t.co/8sx56pfzpF,nayla0522,"Louisiana, USA",2020-06-12,0
17,"Giving gratitude for the generosity of @WaltDisneyCo and Fab 5 of @QueerEye.

https://t.co/8X9SGfFVdE… https://t.co/uR7u6zieuE",shannoncassidy,"Kennett Square, PA",2020-06-12,4
18,shopDisney ~ FREE Shipping On Your Entire Order *Today Only* https://t.co/EVMJvgeuM3,JulsB20,,2020-06-12,4
33,"@Amy_mimy93 Thanks for reaching out to us, Amy! I'd be more than happy to assist you. Which item are you referring… https://t.co/smiHDqIbse",shopDisney,Second star to the right,2020-06-12,4
32,"Free Shipping (No Min.) is Back!

Plus Up to 50% Off shopDisney Sale: https://t.co/5mavwMxDDp https://t.co/CsN7BGzmaM",DealsPlus,"California, USA",2020-06-12,4
31,"@shopDisney #shopdisneysupport hi, I need help canceling an order. Been trying for an hour to get through on phone… https://t.co/S7PMMOwoPY",inanelyme,Chicago,2020-06-12,0
30,@shopDisney Minnie Mouse belt bag. 427240782853. Doesn’t state anywhere about personalised but there’s a photo with… https://t.co/6psVQRyuW8,Amy_mimy93,"Rainhill, England",2020-06-12,0
29,Hi @shopDisney - do we have an update on shipping for Masks that I pre-ordered? Thanks!,NCTennisChic,North Carolina,2020-06-12,4
28,"@solohuxx Thanks for reaching out to us, Lottie! It will release 6/20 at 7:00 AM PST. -Joanna",shopDisney,Second star to the right,2020-06-12,4
27,Since May 4th was a whole year ago... I had kinda forgot we ordered these from @shopDisney. What a magical delivery… https://t.co/f9p7P36YOh,KStaacknandez,"Peoria, AZ",2020-06-12,0
26,"@kim0316 Thanks for reaching out to us, Kimberly! I'd be happy to help. Regrettably, I'm unable to direct message y… https://t.co/pddJq5WbDm",shopDisney,Second star to the right,2020-06-12,4
25,@EricRovtar @shopDisney If you're interested in staying up to date on Castle merch for US and UK (I post right when… https://t.co/FmB20hJCkx,mswiftiefan1989,"Los Angeles, CA",2020-06-12,4
24,"@shopDisney Oh! Sorry for asking another question, but it says on the website the 18th? Is it different for the UK… https://t.co/7FkYAzcz0b",solohuxx,"England, United Kingdom",2020-06-12,0
23,@afaf_uk @shopDisney I was online 2 hours prior to get the puzzles.  I had them in my cart and within 3 minutes the… https://t.co/Zc3OOyeoqd,mswiftiefan1989,"Los Angeles, CA",2020-06-12,0
22,"@shopDisney #shopdisneysupport  Thanks to y’all not answering your phones all day, I’m getting charged for an order… https://t.co/57DWyrjjOO",inanelyme,Chicago,2020-06-12,4
21,".@Disney when should I cancel my @disneyplus for your fascist censorship of #TuckerCarlson? Now, or are the end of… https://t.co/SzN1M18rXf",libertypoints,United States of America,2020-06-12,0
20,Free Shipping on any order today only at shopDisney with code FREESHIP: https://t.co/0Icc4p4ulD #thechild #babyyoda… https://t.co/FkNSeETZvm,Mousesteps,"Orlando, FL",2020-06-12,4
19,@libertypoints @Disney @disneyplus @DisneyChannelPR @shopDisney @WaltDisneyCo @Pixar @starwars @TuckerCarlson I sol… https://t.co/qjJjr7GXgi,SandFostcat,,2020-06-12,0
35,@shopDisney I ordered masks on April 30. I already got charged but have not received a shipping confirmation.,kim0316,,2020-06-12,0
72,FYI: FREE Shipping on ShopDisney today with the code: FREESHIP. This Yoda shirt would be a funny Father's Day gift!… https://t.co/d0YYU13WZd,Ginger_MMT,,2020-06-12,4
136,@shopDisney sent me the wrong item to exchange after I paid for shipping to exchange smh,InShowWeTrust,"Pre: 33.8662415,-118.25418",2020-06-12,0
74,"@Emmilou182 @shopDisney @WaltDisneyCo I got ""still processing be patient email"" on 5/20 I followed up on 6/10 got ""… https://t.co/BGzxgulYGk",Mousefan98,Neverland,2020-06-12,4
125,Managed to get my first key this morning! #shopdisney #disney @shopDisney,Millie27x,Leicester,2020-06-12,4
124,@shopDisney your website on release day is absolutely terrible! so many crashes! I was unable to get the ink and pa… https://t.co/oc0d7hA7n6,nikiglover,Warrington ,2020-06-12,0
123,@shopDisney - find it disgusting people purposefully buying up limited edition items such as the Disney Key release… https://t.co/cAXPyRRMuN,disneycoupleuk,United Kingdom,2020-06-12,0
122,@nikiglover @shopDisney It's still in stock now? - the website is playing up I would try again,19Chelsea94,UK,2020-06-12,4
121,@shopDisney I’m trying to order 3x small toy story cuddly toys that should be £20 it doesn’t accept the PAINT code… https://t.co/NQIu2xkWWF,Carla_cdp,"Kimberley, England",2020-06-12,0
120,"@vickyb_1234 @shopDisney Still in stock now, try again!",19Chelsea94,UK,2020-06-12,4
126,@shopDisney ur site has been horrendous this morning booted from it several times.  Then no access to basket . Luckily my wife got on,alandunlop86,"Scotland, United Kingdom",2020-06-12,4
119,@19Chelsea94 @shopDisney i keep trying won't add it to my basket,nikiglover,Warrington ,2020-06-12,0
117,@19Chelsea94 @shopDisney I will try something else. thank you ❤,nikiglover,Warrington ,2020-06-12,4
116,"Let’s hope this one doesn’t turn up damaged like the Star Wars one🤞🏻

#shopdisney #disneykey #inkandpaint https://t.co/Hb5l0catQh",RachhDawn,,2020-06-12,0
115,Oh I think I got the key! #shopdisneyuk #shopdisney #disneycollector,disneylady_xo,Ireland,2020-06-12,0
114,@nikiglover @shopDisney Hope you get it :),19Chelsea94,UK,2020-06-12,4
113,@shopDisney I've got a blue light card how come you cant use a code when getting a key? Even though after the codes… https://t.co/J7QcAlOMJB,Jean_Atkins,,2020-06-12,0
112,@shopDisney I've (repeatedly!) been through full check out inc bank authorisation for UK ink&amp;paint key release but… https://t.co/qT8iVlHaj5,ineedadolewhip,"North East, UK",2020-06-12,4
118,"@nikiglover @shopDisney Might be the items as they have added a lot of conditions this time, no presale etc. Also s… https://t.co/9oH0i6uIHs",19Chelsea94,UK,2020-06-12,4
127,@shopDisney no key for me... website hadn’t I crashed long enough for me to checkout... 😭😭,vickyb_1234,,2020-06-12,0
128,@shopDisney trying to get my first ever key for my birthday... I’ve wanted one for years... and website keeps crash… https://t.co/IvGv0DyFWm,vickyb_1234,,2020-06-12,0
129,ShopDisney’s website is the worst when they release something new the site just keeps crashing. It’s making me not… https://t.co/xgKb7DsQx9,LauraDisney98x,,2020-06-12,0
145,"@Mousefan98 @shopDisney No, never shopped at Disney. But same thing happened with CVS a couple of times. In the cas… https://t.co/pJZlZZFNMC",rramblingsnj,,2020-06-12,0
144,@rramblingsnj @shopDisney Insane right! 😡,Mousefan98,Neverland,2020-06-12,0
143,"Hi @shopDisney . I ordered this jumbo pin and I noticed it says the pin comes on card, not a box although it's a ju… https://t.co/H4MbNxH97O",BB_RoyalSt_TDL,Vulcania,2020-06-12,4
142,Disney Baby Swimwear &amp; Apparel from $11.99 on https://t.co/VMY46H1r7s https://t.co/lH57dDY6Mg,Hip2Save,"Boise, Idaho",2020-06-12,4
141,"Here is a look at this Limited edition of 2,000 Lady and the tramp jumbo pin from @shopDisney #disneypins #Disney… https://t.co/pp1mkrqqpw",ultimatepins,,2020-06-12,4
140,"Stock up on adorable Disney plush with #shopDisney's Buy One Plush, Get One for a $1 offer—but hurry, the deal ends… https://t.co/MnTjRCcCmX",laughing_place,"Orlando, FL",2020-06-12,4
139,"Disney Parks Star Wars The Mandalorian Helmet Mug With Lid
Shop Now--&gt; https://t.co/LEAEXX1Nc6 #ilovecharacters… https://t.co/HRVtJYHsqg",ilovecharacters,"Florida, USA",2020-06-12,4
138,So will the Parks' Organist POP! end up on ShopDisney? #FunkoPops #HauntedMansion,CaptEpicFail1,,2020-06-12,0
137,"@shopDisney do you have any plans to restock this?! 😩😩😩😩 
https://t.co/CKGSsqhgh6",RachaelEfff,"New York, USA",2020-06-12,4
135,"@shopDisney mall is open. Is Disney store in London, ON? Can’t get a word out of anyone. Open or not?",FJ400057,,2020-06-12,4
134,Hey @shopDisney !! Are you restocking these?!😥 https://t.co/TkCBIGuyC4,Zer0ph01,Making my way to success-I try,2020-06-12,4
133,@laurens_travels @DisneyPinsBlog @shopDisney BEAUTIFUL,MsRachhh,FL.☀,2020-06-12,4
132,@shopDisney is the Cinderella castle collection be available in store like first mentioned ?,MiniDulceMari,living through books ,2020-06-12,4
131,@shopDisney Just noticed the Lady Tramp Jumbo Pin-in the description it says the pin size is 5x5-(BIG)then it says… https://t.co/7Cz362OqjM,KellyMWilder,"Dallas, TX",2020-06-12,4
130,"Preorder today! Disney is donating one million cloth face masks for children and families!
https://t.co/XaY89yOAbE https://t.co/dXqVKESyVg",LoliOpai,"Yee-Haw, TX",2020-06-12,4
111,@shopDisney I think we need bags like the Louis Vuitton trunks! But with a Mickey on it and magic! Because I would like a Disney trunk bag!,NikolaiTiritil2,"Santa Ana, CA",2020-06-12,4
73,@Emmilou182 @shopDisney @WaltDisneyCo Right sites like Mercari and Ebay now have them and are selling them for $300 to $450!,Mousefan98,Neverland,2020-06-12,0
110,@shopDisney so disappointed that you cancelled(without warning) my preorder I placed in February due to an expired… https://t.co/c4wp737zuF,rcmurray14,Glasgow ,2020-06-12,0
108,@shopDisney is your paint key now sold out? Code wouldn't apply when multi-buy cups were in my basket yet they're not excluded?,pussie_galore,,2020-06-12,0
88,This amazing Disney Castle 3D Puzzle by Ravensburger features more than 💯 Disney characters! 🏰🧩… https://t.co/fQEvq7Vb0g,disney_dooney,,2020-06-12,4
87,"@amberrmoh Oh, no! I'm so sorry, Amber. I'd be more than happy to assist you. I've sent you a direct message to further assist you. -Joanna",shopDisney,Second star to the right,2020-06-12,4
86,This new Dooney &amp; Bourke is FUN! #ad https://t.co/kM9odEU06W https://t.co/OLfpeDc3Lr,MickeyFix,,2020-06-12,4
85,@Mousefan98 @shopDisney @WaltDisneyCo That’s the Disney magic all over 🤦‍♀️,Emmilou182,,2020-06-12,4
84,@Emmilou182 @shopDisney @WaltDisneyCo Exactly!  How’s your “order” going? Is it still “processing” or have you gott… https://t.co/IyI1vbRn7G,Mousefan98,Neverland,2020-06-12,4
83,@DisneyMerchBlog 1 of 100? You tell are fans and followers about this le posters.  Then you walk away from the car… https://t.co/6LJAq7dp3W,CherishedGuest,,2020-06-12,0
89,@rramblingsnj @shopDisney They did refund my card ..But one would think company that can figure out how make an  ex… https://t.co/7p7cEf709B,Mousefan98,Neverland,2020-06-12,0
82,@J_Roll_It_Up Thanks for reaching out to us. I'd be more than happy to look into this for you. I've sent you a dire… https://t.co/xLUTSxtESw,shopDisney,Second star to the right,2020-06-12,4
80,"Top work again by @shopDisney. 

Website crashes, Bots come in &amp; if you wanted the Paint &amp; Ink key for just spendin… https://t.co/oaJurHphtn",DannyPerring,"Fetcham, England",2020-06-12,0
79,"@chirokos Oh, no! I'm so sorry, Michelle. I'd be more than happy to assist you if you have not yet received assista… https://t.co/1IQ3y0oYSd",shopDisney,Second star to the right,2020-06-12,0
78,@Mousefan98 @shopDisney @WaltDisneyCo I had to contact them!!! I heard that the weren’t fulfilling some of the orde… https://t.co/RveMxumvna,Emmilou182,,2020-06-12,4
77,@Mousefan98 @shopDisney @WaltDisneyCo Then they gave the generic keep checking the website which I have done practi… https://t.co/w0LPO8Shzv,Emmilou182,,2020-06-12,0
76,@Mousefan98 @shopDisney @WaltDisneyCo Simple fix for this whole situation would have been to make their website bot… https://t.co/XpNa8CSbJ7,Emmilou182,,2020-06-12,0
